created_at,full_text,username,cleaned_text,translate_text,lower_text,normalize_text,stopwords_text,tokenisasi_text,stemming_text,sentimen
Wed Jan 12 12:32:55 +0000 2022,Sungguh ujian dari Allah itu nyata. Benar-benar nyata. Main ini rasanya besok perlu check up gula darah Tebak apakah saya sanggup untuk tidak mengumpat sampai akhir di part ini? Video lengkapnya: https://t.co/N5UOW7DxJJ https://t.co/GqVGrLme2t,briankhrisna,Sungguh ujian dari Allah itu nyata Benarbenar nyata Main ini rasanya besok perlu check up gula darah Tebak apakah saya sanggup untuk tidak mengumpat sampai akhir di part ini Video lengkapnya,Sungguh ujian dari Allah itu nyata Benarbenar nyata Main ini rasanya besok perlu check up gula darah Tebak apakah saya sanggup untuk tidak mengumpat sampai akhir di part ini Video lengkapnya,sungguh ujian dari allah itu nyata benarbenar nyata main ini rasanya besok perlu check up gula darah tebak apakah saya sanggup untuk tidak mengumpat sampai akhir di part ini video lengkapnya,sungguh ujian dari allah itu nyata benarbenar nyata main ini rasanya besok perlu check up gula darah tebak apakah saya sanggup untuk tidak mengumpat sampai akhir di part ini video lengkapnya,sungguh ujian allah nyata benarbenar nyata main besok check up gula darah tebak sanggup mengumpat part video lengkapnya,"['sungguh', 'ujian', 'allah', 'nyata', 'benarbenar', 'nyata', 'main', 'besok', 'check', 'up', 'gula', 'darah', 'tebak', 'sanggup', 'mengumpat', 'part', 'video', 'lengkapnya']",sungguh uji allah nyata benarbenar nyata main besok check up gula darah tebak sanggup umpat part video lengkap,Netral
Mon May 09 04:46:07 +0000 2022,Dan keputusan untuk mengganti semua bank di Aceh menjadi bank syariah juga blunder sih. Semua orang yang gue tau komplain. Sekarang cuma ada satu bank di Aceh: BSI.,romeogadungan,Dan keputusan untuk mengganti semua bank di Aceh menjadi bank syariah juga blunder sih Semua orang yang gue tau komplain Sekarang cuma ada satu bank di Aceh BSI,Dan keputusan untuk mengganti semua bank di Aceh menjadi bank syariah juga blunder sih Semua orang yang gue tau komplain Sekarang cuma ada satu bank di Aceh BSI,dan keputusan untuk mengganti semua bank di aceh menjadi bank syariah juga blunder sih semua orang yang gue tau komplain sekarang cuma ada satu bank di aceh bsi,dan keputusan untuk mengganti semua bank di aceh menjadi bank syariah juga blunder sih semua orang yang saya tahu komplain sekarang cuma ada satu bank di aceh bsi,keputusan mengganti bank aceh bank syariah blunder sih orang komplain bank aceh bsi,"['keputusan', 'mengganti', 'bank', 'aceh', 'bank', 'syariah', 'blunder', 'sih', 'orang', 'komplain', 'bank', 'aceh', 'bsi']",putus ganti bank aceh bank syariah blunder sih orang komplain bank aceh bsi,Negatif
Sun May 29 13:54:49 +0000 2022,Indonesian Paramilitary Police force (BRIMOB) using Chinese-made Blowfish A3 UAV. :https://t.co/xwmpJutCxq https://t.co/tOSbowg3xO,defenceview_id,Indonesian Paramilitary Police force BRIMOB using Chinesemade Blowfish A3 UAV,Polisi Paramiliter Indonesia (Polri) menggunakan UAV Blowfish A3 buatan China,polisi paramiliter indonesia (polri) menggunakan uav blowfish a3 buatan china,polisi paramiliter indonesia (polri) menggunakan uav blowfish a3 buatan china,polisi paramiliter indonesia (polri) uav blowfish a3 buatan china,"['polisi', 'paramiliter', 'indonesia', '(', 'polri', ')', 'uav', 'blowfish', 'a3', 'buatan', 'china']",polisi paramiliter indonesia polri uav blowfish a3 buat china,Negatif
Tue Feb 08 05:50:45 +0000 2022,Sejak kemarin siang ratusan personil Brimob berkumpul di Polres Purworejo dan mendirikan beberapa tenda di dekat pintu masuk Desa Wadas). Anehnya di malam hari listrik di Desa Wadas mati sedangkan desa lain di sekitar Wadas tetap menyala. #WadasMelawan https://t.co/0oGHiJJY9E,GreenpeaceID,Sejak kemarin siang ratusan personil Brimob berkumpul di Polres Purworejo dan mendirikan beberapa tenda di dekat pintu masuk Desa Wadas Anehnya di malam hari listrik di Desa Wadas mati sedangkan desa lain di sekitar Wadas tetap menyala WadasMelawan,Sejak kemarin siang ratusan personil Brimob berkumpul di Polres Purworejo dan mendirikan beberapa tenda di dekat pintu masuk Desa Wadas Anehnya di malam hari listrik di Desa Wadas mati sedangkan desa lain di sekitar Wadas tetap menyala WadasMelawan,sejak kemarin siang ratusan personil brimob berkumpul di polres purworejo dan mendirikan beberapa tenda di dekat pintu masuk desa wadas anehnya di malam hari listrik di desa wadas mati sedangkan desa lain di sekitar wadas tetap menyala wadasmelawan,sejak kemarin siang ratusan personil brimob berkumpul di polres purworejo dan mendirikan beberapa tenda di dekat pintu masuk desa wadas anehnya di malam hari listrik di desa wadas mati sedangkan desa lain di sekitar wadas tetap menyala wadasmelawan,kemarin siang ratusan personil brimob berkumpul polres purworejo mendirikan tenda pintu masuk desa wadas anehnya malam listrik desa wadas mati desa wadas menyala wadasmelawan,"['kemarin', 'siang', 'ratusan', 'personil', 'brimob', 'berkumpul', 'polres', 'purworejo', 'mendirikan', 'tenda', 'pintu', 'masuk', 'desa', 'wadas', 'anehnya', 'malam', 'listrik', 'desa', 'wadas', 'mati', 'desa', 'wadas', 'menyala', 'wadasmelawan']",kemarin siang ratus personil brimob kumpul polres purworejo diri tenda pintu masuk desa wadas aneh malam listrik desa wadas mati desa wadas nyala wadasmelawan,Positif
Sun Jan 02 02:48:24 +0000 2022,@nwlsukaeskrim @soeradd @discommie Di perkotaan khususnya Tangsel di ATM BRI hampir gak ada antrean. BCA selalu penuh. Jadi enak. Gak ada kendala serius kok selama di bank BUMN. Sama aja BRIMO &amp; Livin' by Mandiri juga bisa top up bayar tagihan transfer. Gak selebay pikiran lu itu.,adlxndrj,nwlsukaeskrim soeradd discommie Di perkotaan khususnya Tangsel di ATM BRI hampir gak ada antrean BCA selalu penuh Jadi enak Gak ada kendala serius kok selama di bank BUMN Sama aja BRIMO amp Livin by Mandiri juga bisa top up bayar tagihan transfer Gak selebay pikiran lu itu,nwlsukaeskrim soeradd discommie Di perkotaan khususnya Tangsel di ATM BRI hampir gak ada antrean BCA selalu penuh Jadi enak Gak ada kendala serius kok selama di bank BUMN Sama aja BRIMO amp Livin by Mandiri juga bisa top up bayar tagihan transfer Gak selebay pikiran lu itu,nwlsukaeskrim soeradd discommie di perkotaan khususnya tangsel di atm bri hampir gak ada antrean bca selalu penuh jadi enak gak ada kendala serius kok selama di bank bumn sama aja brimo amp livin by mandiri juga bisa top up bayar tagihan transfer gak selebay pikiran lu itu,nwlsukaeskrim soeradd discommie di perkotaan khususnya tangsel di atm bri hampir tidak ada antrean bca selalu penuh jadi enak tidak ada kendala serius kok selama di bank bumn dengan saja brimo amp livin by mandiri juga bisa top up bayar tagihan transfer tidak selebay pikiran lu itu,nwlsukaeskrim soeradd discommie perkotaan tangsel atm bri antrean bca penuh enak kendala serius bank bumn brimo amp livin by mandiri top up bayar tagihan transfer selebay pikiran lu,"['nwlsukaeskrim', 'soeradd', 'discommie', 'perkotaan', 'tangsel', 'atm', 'bri', 'antrean', 'bca', 'penuh', 'enak', 'kendala', 'serius', 'bank', 'bumn', 'brimo', 'amp', 'livin', 'by', 'mandiri', 'top', 'up', 'bayar', 'tagihan', 'transfer', 'selebay', 'pikiran', 'lu']",nwlsukaeskrim soeradd discommie kota tangsel atm bri antre bca penuh enak kendala serius bank bumn brimo amp livin by mandiri top up bayar tagih transfer selebay pikir lu,Positif
Sat Jan 01 12:45:34 +0000 2022,Gol pertama indonesia diduga sebagai hadiah doorprize dari pihak panitia sebagai hadiah hiburan untuk peserta AFF.,briankhrisna,Gol pertama indonesia diduga sebagai hadiah doorprize dari pihak panitia sebagai hadiah hiburan untuk peserta AFF,Gol pertama indonesia diduga sebagai hadiah doorprize dari pihak panitia sebagai hadiah hiburan untuk peserta AFF,gol pertama indonesia diduga sebagai hadiah doorprize dari pihak panitia sebagai hadiah hiburan untuk peserta aff,gol pertama indonesia diduga sebagai hadiah doorprize dari pihak panitia sebagai hadiah hiburan untuk peserta aff,gol indonesia diduga hadiah doorprize panitia hadiah hiburan peserta aff,"['gol', 'indonesia', 'diduga', 'hadiah', 'doorprize', 'panitia', 'hadiah', 'hiburan', 'peserta', 'aff']",gol indonesia duga hadiah doorprize panitia hadiah hibur serta aff,Positif
Fri Feb 11 04:28:51 +0000 2022,Hi Everyone You just stumbled upon my page! I'm Riska from Indonesia as you can see I'm in love with colours and patterns ️ I also create a story behind each artworks see more here: https://t.co/JZmMXzEf0k [A THREAD 1/3] ⏬⏬ https://t.co/bR3Aw7o3ji,holakanola,Hi Everyone You just stumbled upon my page Im Riska from Indonesia as you can see Im in love with colours and patterns ️ I also create a story behind each artworks see more here A THREAD 13 ⏬⏬,"Hai semuanya Anda baru saja menemukan halaman saya. Saya Riska dari Indonesia seperti yang Anda lihat, saya jatuh cinta dengan warna dan pola. Saya juga membuat cerita di balik setiap karya seni. Lihat selengkapnya di sini. A THREAD 13 ⏬⏬","hai semuanya anda baru saja menemukan halaman saya. saya riska dari indonesia seperti yang anda lihat, saya jatuh cinta dengan warna dan pola. saya juga membuat cerita di balik setiap karya seni. lihat selengkapnya di sini. a thread 13 ⏬⏬","hai semuanya anda baru saja menemukan halaman saya. saya riska dari indonesia seperti yang anda lihat, saya jatuh cinta dengan warna dan pola. saya juga membuat cerita di balik setiap karya seni. lihat selengkapnya di sini. a thread 13 ⏬⏬","hai menemukan halaman saya. riska indonesia lihat, jatuh cinta warna pola. cerita karya seni. lihat selengkapnya sini. a thread 13 ⏬⏬","['hai', 'menemukan', 'halaman', 'saya', '.', 'riska', 'indonesia', 'lihat', ',', 'jatuh', 'cinta', 'warna', 'pola', '.', 'cerita', 'karya', 'seni', '.', 'lihat', 'selengkapnya', 'sini', '.', 'a', 'thread', '13', '⏬', '⏬']",hai temu halaman saya riska indonesia lihat jatuh cinta warna pola cerita karya seni lihat lengkap sini a thread 13,Netral
Thu May 19 23:25:18 +0000 2022,Upon the invitation of China I took part in this evenings #BRICS+ Foreign Ministers Meeting held virtually (19/05) I reiterated my message to stop the war give peaceful resolution a chance and for every country to be part of the solution. https://t.co/jWJw05zsNj,Menlu_RI,Upon the invitation of China I took part in this evenings BRICS Foreign Ministers Meeting held virtually 1905 I reiterated my message to stop the war give peaceful resolution a chance and for every country to be part of the solution,"Atas undangan Tiongkok, saya ikut serta dalam Pertemuan Menteri Luar Negeri BRICS yang diadakan secara virtual pada malam hari ini. Saya tegaskan kembali pesan saya untuk menghentikan perang, memberi kesempatan pada penyelesaian damai, dan agar setiap negara menjadi bagian dari solusi.","atas undangan tiongkok, saya ikut serta dalam pertemuan menteri luar negeri brics yang diadakan secara virtual pada malam hari ini. saya tegaskan kembali pesan saya untuk menghentikan perang, memberi kesempatan pada penyelesaian damai, dan agar setiap negara menjadi bagian dari solusi.","atas undangan tiongkok, saya ikut serta dalam pertemuan menteri luar negeri brics yang diadakan secara virtual pada malam hari ini. saya tegaskan kembali pesan saya untuk menghentikan perang, memberi kesempatan pada penyelesaian damai, dan agar setiap negara menjadi bagian dari solusi.","undangan tiongkok, pertemuan menteri negeri brics diadakan virtual malam ini. tegaskan pesan menghentikan perang, kesempatan penyelesaian damai, negara solusi.","['undangan', 'tiongkok', ',', 'pertemuan', 'menteri', 'negeri', 'brics', 'diadakan', 'virtual', 'malam', 'ini', '.', 'tegaskan', 'pesan', 'menghentikan', 'perang', ',', 'kesempatan', 'penyelesaian', 'damai', ',', 'negara', 'solusi', '.']",undang tiongkok temu menteri negeri brics ada virtual malam ini tegas pesan henti perang sempat selesai damai negara solusi,Positif
Fri May 20 18:09:55 +0000 2022,️Beijing has proposed expanding the BRICS by bringing Pakistan Indonesia Malaysia and... Turkey into this group. #Asia https://t.co/xrgKFiJ8HO,ivan_8848,️Beijing has proposed expanding the BRICS by bringing Pakistan Indonesia Malaysia and Turkey into this group Asia,"️Beijing mengusulkan perluasan BRICS dengan memasukkan Pakistan, Indonesia, Malaysia, dan Turki ke dalam grup ini. Asia","️beijing mengusulkan perluasan brics dengan memasukkan pakistan, indonesia, malaysia, dan turki ke dalam grup ini. asia","️beijing mengusulkan perluasan brics dengan memasukkan pakistan, indonesia, malaysia, dan turki ke dalam grup ini. asia","️beijing mengusulkan perluasan brics memasukkan pakistan, indonesia, malaysia, turki grup ini. asia","['️beijing', 'mengusulkan', 'perluasan', 'brics', 'memasukkan', 'pakistan', ',', 'indonesia', ',', 'malaysia', ',', 'turki', 'grup', 'ini', '.', 'asia']",beijing usul luas brics masuk pakistan indonesia malaysia turki grup ini asia,Positif
Thu Mar 03 08:04:55 +0000 2022,Kabar gembira dari Menteri BUMN @erickthohir bahwa @BANKBRI_ID Bagikan Dividen Rp 26 4 Triliun Naik 76 Persen Dibandingkan 2020 Bukti Kesuksesan Holding BUMN Ultra Mikro --UTAS-- #DividenBRI https://t.co/1qxyWVoNq9,menteri_et,Kabar gembira dari Menteri BUMN erickthohir bahwa BANKBRIID Bagikan Dividen Rp 26 4 Triliun Naik 76 Persen Dibandingkan 2020 Bukti Kesuksesan Holding BUMN Ultra Mikro UTAS DividenBRI,Kabar gembira dari Menteri BUMN erickthohir bahwa BANKBRIID Bagikan Dividen Rp 26 4 Triliun Naik 76 Persen Dibandingkan 2020 Bukti Kesuksesan Holding BUMN Ultra Mikro UTAS DividenBRI,kabar gembira dari menteri bumn erickthohir bahwa bankbriid bagikan dividen rp 26 4 triliun naik 76 persen dibandingkan 2020 bukti kesuksesan holding bumn ultra mikro utas dividenbri,kabar gembira dari menteri bumn erickthohir bahwa bankbriid bagikan dividen rp 26 4 triliun naik 76 persen dibandingkan 2020 bukti kesuksesan holding bumn ultra mikro utas dividenbri,kabar gembira menteri bumn erickthohir bankbriid bagikan dividen rp 26 4 triliun 76 persen dibandingkan 2020 bukti kesuksesan holding bumn ultra mikro utas dividenbri,"['kabar', 'gembira', 'menteri', 'bumn', 'erickthohir', 'bankbriid', 'bagikan', 'dividen', 'rp', '26', '4', 'triliun', '76', 'persen', 'dibandingkan', '2020', 'bukti', 'kesuksesan', 'holding', 'bumn', 'ultra', 'mikro', 'utas', 'dividenbri']",kabar gembira menteri bumn erickthohir bankbriid bagi dividen rp 26 4 triliun 76 persen banding 2020 bukti sukses holding bumn ultra mikro utas dividenbri,Positif
Mon Jan 03 14:45:07 +0000 2022,Keren kan. Artinya sudah diramal bakal ada BRIN sejak 2009 Dan followernya udah ngalahin kementrian sultan sekalipun.,rustamaji,Keren kan Artinya sudah diramal bakal ada BRIN sejak 2009 Dan followernya udah ngalahin kementrian sultan sekalipun,Keren kan Artinya sudah diramal bakal ada BRIN sejak 2009 Dan followernya udah ngalahin kementrian sultan sekalipun,keren kan artinya sudah diramal bakal ada brin sejak 2009 dan followernya udah ngalahin kementrian sultan sekalipun,keren kan artinya sudah diramal bakal ada brin sejak 2009 dan followernya udah ngalahin kementrian sultan sekalipun,keren diramal brin 2009 followernya udah ngalahin kementrian sultan,"['keren', 'diramal', 'brin', '2009', 'followernya', 'udah', 'ngalahin', 'kementrian', 'sultan']",keren ramal brin 2009 followernya udah ngalahin tri sultan,Negatif
Sun Apr 17 05:27:44 +0000 2022,. @richbrian live in @Coachella 2022 LIVE Channel 2 I came from Jakarta Indonesia. https://t.co/7CenlxUPwS #Coachella #RichBrian https://t.co/H0uH8DiJYy,AdibHidayat,richbrian live in Coachella 2022 LIVE Channel 2 I came from Jakarta Indonesia Coachella RichBrian,richbrian live di Coachella 2022 LIVE Channel 2 Saya datang dari Jakarta Indonesia Coachella RichBrian,richbrian live di coachella 2022 live channel 2 saya datang dari jakarta indonesia coachella richbrian,richbrian live di coachella 2022 live channel 2 saya datang dari jakarta indonesia coachella richbrian,richbrian live coachella 2022 live channel 2 jakarta indonesia coachella richbrian,"['richbrian', 'live', 'coachella', '2022', 'live', 'channel', '2', 'jakarta', 'indonesia', 'coachella', 'richbrian']",richbrian live coachella 2022 live channel 2 jakarta indonesia coachella richbrian,Positif
Thu Mar 03 06:20:58 +0000 2022,Direktur Utama BRI Sunarso mengungkapkan model bisnis baru yang mengandalkan digitalisasi dipercaya dapat membawa efisiensi dalam operasional BRI Group. #TransformasiDigitalBRI https://t.co/gYc5QFxjzr,triwul82,Direktur Utama BRI Sunarso mengungkapkan model bisnis baru yang mengandalkan digitalisasi dipercaya dapat membawa efisiensi dalam operasional BRI Group TransformasiDigitalBRI,Direktur Utama BRI Sunarso mengungkapkan model bisnis baru yang mengandalkan digitalisasi dipercaya dapat membawa efisiensi dalam operasional BRI Group TransformasiDigitalBRI,direktur utama bri sunarso mengungkapkan model bisnis baru yang mengandalkan digitalisasi dipercaya dapat membawa efisiensi dalam operasional bri group transformasidigitalbri,direktur utama bri sunarso mengungkapkan model bisnis baru yang mengandalkan digitalisasi dipercaya dapat membawa efisiensi dalam operasional bri group transformasidigitalbri,direktur utama bri sunarso model bisnis mengandalkan digitalisasi dipercaya membawa efisiensi operasional bri group transformasidigitalbri,"['direktur', 'utama', 'bri', 'sunarso', 'model', 'bisnis', 'mengandalkan', 'digitalisasi', 'dipercaya', 'membawa', 'efisiensi', 'operasional', 'bri', 'group', 'transformasidigitalbri']",direktur utama bri sunarso model bisnis andal digitalisasi percaya bawa efisiensi operasional bri group transformasidigitalbri,Negatif
Sun Jan 02 06:19:49 +0000 2022,Halo Sobat BRI! Biar makin semangat di awal tahun Mimin ada kuis lagi nih! Kali ini tes kejelian mata kamu dengan jawab tulisan di gambar ini ya Clue: Kredit untuk pengembangan usaha mikro. #BRI #MemberiMaknaIndonesia https://t.co/CFrkzNwCGr,BANKBRI_ID,Halo Sobat BRI Biar makin semangat di awal tahun Mimin ada kuis lagi nih Kali ini tes kejelian mata kamu dengan jawab tulisan di gambar ini ya Clue Kredit untuk pengembangan usaha mikro BRI MemberiMaknaIndonesia,Halo Sobat BRI Biar makin semangat di awal tahun Mimin ada kuis lagi nih Kali ini tes kejelian mata kamu dengan jawab tulisan di gambar ini ya Clue Kredit untuk pengembangan usaha mikro BRI MemberiMaknaIndonesia,halo sobat bri biar makin semangat di awal tahun mimin ada kuis lagi nih kali ini tes kejelian mata kamu dengan jawab tulisan di gambar ini ya clue kredit untuk pengembangan usaha mikro bri memberimaknaindonesia,halo sobat bri biar makin semangat di awal tahun mimin ada kuis lagi nih kali ini tes kejelian mata kamu dengan jawab tulisan di gambar ini ya clue kredit untuk pengembangan usaha mikro bri memberimaknaindonesia,halo sobat bri biar semangat mimin kuis nih kali tes kejelian mata tulisan gambar ya clue kredit pengembangan usaha mikro bri memberimaknaindonesia,"['halo', 'sobat', 'bri', 'biar', 'semangat', 'mimin', 'kuis', 'nih', 'kali', 'tes', 'kejelian', 'mata', 'tulisan', 'gambar', 'ya', 'clue', 'kredit', 'pengembangan', 'usaha', 'mikro', 'bri', 'memberimaknaindonesia']",halo sobat bri biar semangat mimin kuis nih kali tes jeli mata tulis gambar ya clue kredit kembang usaha mikro bri memberimaknaindonesia,Positif
Fri May 27 15:16:12 +0000 2022,Se cierra el 2022 con un BRICS+INKA? Argentina tiene un pie y medio adentro. Indonesia entiendo que también. https://t.co/wcUvvDrBy2,Nawelo_,Se cierra el 2022 con un BRICSINKA Argentina tiene un pie y medio adentro Indonesia entiendo que también,Tahun 2022 ditutup dengan BRICSINKA Argentina memiliki satu setengah kaki di Indonesia. Saya juga memahaminya,tahun 2022 ditutup dengan bricsinka argentina memiliki satu setengah kaki di indonesia. saya juga memahaminya,tahun 2022 ditutup dengan bricsinka argentina memiliki satu setengah kaki di indonesia. saya juga memahaminya,2022 ditutup bricsinka argentina memiliki kaki indonesia. memahaminya,"['2022', 'ditutup', 'bricsinka', 'argentina', 'memiliki', 'kaki', 'indonesia', '.', 'memahaminya']",2022 tutup bricsinka argentina milik kaki indonesia paham,Positif
Thu Mar 24 07:31:08 +0000 2022,Ketika anak sultan pulang kampung #LISA @BLACKPINK https://t.co/8rzKJqb5JD,Blink_OFCINDO,Ketika anak sultan pulang kampung LISA BLACKPINK,Ketika anak sultan pulang kampung LISA BLACKPINK,ketika anak sultan pulang kampung lisa blackpink,ketika anak sultan pulang kampung lisa blackpink,anak sultan pulang kampung lisa blackpink,"['anak', 'sultan', 'pulang', 'kampung', 'lisa', 'blackpink']",anak sultan pulang kampung lisa blackpink,Positif
Wed Mar 09 08:15:56 +0000 2022,Bangga Menjadi Bangsa Indonesia Masjid Biru Soekarno di kota Saint Petersburg Rusia BLUE MOSQUE ST. PETERSBURG - MASJID BIRU SOEKARNO https://t.co/hwDZTphUXP,BiLLRaY2019,Bangga Menjadi Bangsa Indonesia Masjid Biru Soekarno di kota Saint Petersburg Rusia BLUE MOSQUE ST PETERSBURG MASJID BIRU SOEKARNO,Bangga Menjadi Bangsa Indonesia Masjid Biru Soekarno di kota Saint Petersburg Rusia BLUE MOSQUE ST PETERSBURG MASJID BIRU SOEKARNO,bangga menjadi bangsa indonesia masjid biru soekarno di kota saint petersburg rusia blue mosque st petersburg masjid biru soekarno,bangga menjadi bangsa indonesia masjid biru soekarno di kota saint petersburg rusia blue mosque st petersburg masjid biru soekarno,bangga bangsa indonesia masjid biru soekarno kota saint petersburg rusia blue mosque st petersburg masjid biru soekarno,"['bangga', 'bangsa', 'indonesia', 'masjid', 'biru', 'soekarno', 'kota', 'saint', 'petersburg', 'rusia', 'blue', 'mosque', 'st', 'petersburg', 'masjid', 'biru', 'soekarno']",bangga bangsa indonesia masjid biru soekarno kota saint petersburg rusia blue mosque st petersburg masjid biru soekarno,Negatif
Mon May 23 15:04:13 +0000 2022,Rappresentante cinese presso l'ONU: Un caloroso benvenuto a Kazakistan Arabia Saudita Argentina Egitto Indonesia Nigeria Senegal Emirati Arabi Uniti e Thailandia per unirsi a BRICS. https://t.co/sWJYTkAT64,Ric746,Rappresentante cinese presso lONU Un caloroso benvenuto a Kazakistan Arabia Saudita Argentina Egitto Indonesia Nigeria Senegal Emirati Arabi Uniti e Thailandia per unirsi a BRICS,Perwakilan Tiongkok untuk PBB Menyambut hangat Kazakhstan Arab Saudi Argentina Mesir Indonesia Nigeria Senegal Uni Emirat Arab dan Thailand untuk bergabung dengan BRICS,perwakilan tiongkok untuk pbb menyambut hangat kazakhstan arab saudi argentina mesir indonesia nigeria senegal uni emirat arab dan thailand untuk bergabung dengan brics,perwakilan tiongkok untuk pbb menyambut hangat kazakhstan arab saudi argentina mesir indonesia nigeria senegal uni emirat arab dan thailand untuk bergabung dengan brics,perwakilan tiongkok pbb menyambut hangat kazakhstan arab saudi argentina mesir indonesia nigeria senegal uni emirat arab thailand bergabung brics,"['perwakilan', 'tiongkok', 'pbb', 'menyambut', 'hangat', 'kazakhstan', 'arab', 'saudi', 'argentina', 'mesir', 'indonesia', 'nigeria', 'senegal', 'uni', 'emirat', 'arab', 'thailand', 'bergabung', 'brics']",wakil tiongkok pbb sambut hangat kazakhstan arab saudi argentina mesir indonesia nigeria senegal uni emirat arab thailand gabung brics,Netral
Sat May 21 17:22:06 +0000 2022,Damos una calurosa bienvenida a Kazajstán Arabia Saudita Argentina Egipto Indonesia Nigeria Senegal Emiratos Árabes Unidos y Tailandia para unirse al Diálogo BRICS+. La solidaridad y cooperación de los mercados emergentes y los países en desarrollo es de gran importancia..,anticastas,Damos una calurosa bienvenida a Kazajstán Arabia Saudita Argentina Egipto Indonesia Nigeria Senegal Emiratos Árabes Unidos y Tailandia para unirse al Diálogo BRICS La solidaridad y cooperación de los mercados emergentes y los países en desarrollo es de gran importancia,Kami menyambut hangat Kazakhstan Arab Saudi Argentina Mesir Indonesia Nigeria Senegal Uni Emirat Arab dan Thailand untuk bergabung dalam Dialog BRICS. Solidaritas dan kerja sama pasar negara berkembang dan negara-negara berkembang sangatlah penting,kami menyambut hangat kazakhstan arab saudi argentina mesir indonesia nigeria senegal uni emirat arab dan thailand untuk bergabung dalam dialog brics. solidaritas dan kerja sama pasar negara berkembang dan negara-negara berkembang sangatlah penting,kami menyambut hangat kazakhstan arab saudi argentina mesir indonesia nigeria senegal uni emirat arab dan thailand untuk bergabung dalam dialog brics. solidaritas dan kerja dengan pasar negara berkembang dan negara-negara berkembang sangatlah penting,menyambut hangat kazakhstan arab saudi argentina mesir indonesia nigeria senegal uni emirat arab thailand bergabung dialog brics. solidaritas kerja pasar negara berkembang negara-negara berkembang,"['menyambut', 'hangat', 'kazakhstan', 'arab', 'saudi', 'argentina', 'mesir', 'indonesia', 'nigeria', 'senegal', 'uni', 'emirat', 'arab', 'thailand', 'bergabung', 'dialog', 'brics', '.', 'solidaritas', 'kerja', 'pasar', 'negara', 'berkembang', 'negara', '-', 'negara', 'berkembang']",sambut hangat kazakhstan arab saudi argentina mesir indonesia nigeria senegal uni emirat arab thailand gabung dialog brics solidaritas kerja pasar negara kembang negara - negara kembang,Netral
Fri May 20 17:21:13 +0000 2022,BRICS na fila imediata: Indonésia + Argélia + Venezuela + pasmem Espanha! Que coisa heim! Do idealizador https://t.co/la2SETAUsV,macsanto787,BRICS na fila imediata Indonésia Argélia Venezuela pasmem Espanha Que coisa heim Do idealizador,BRICS segera mengantri Indonesia Aljazair Venezuela Spanyol yang luar biasa Sungguh sesuatu yang luar biasa dari sang pencipta,brics segera mengantri indonesia aljazair venezuela spanyol yang luar biasa sungguh sesuatu yang luar biasa dari sang pencipta,brics segera mengantri indonesia aljazair venezuela spanyol yang luar biasa sungguh sesuatu yang luar biasa dari sang pencipta,brics mengantri indonesia aljazair venezuela spanyol sungguh sang pencipta,"['brics', 'mengantri', 'indonesia', 'aljazair', 'venezuela', 'spanyol', 'sungguh', 'sang', 'pencipta']",brics antri indonesia aljazair venezuela spanyol sungguh sang cipta,Netral
Wed May 11 09:26:36 +0000 2022,Kita lupakan sejenak ulah para provokator &amp; tukang nyinyir yang selalu bikin kisruh suasana. Kita berbangga dulu dgn kemenangan salah satu pebulutangkis putri Indonesia...Bilqis Prasista. Peringkat 333 dunia yg berhasil mengalahkan pemain peringkat 1 dari Jepang 2 set langsung https://t.co/8jhfsl0Upu,SantorinisSun,Kita lupakan sejenak ulah para provokator amp tukang nyinyir yang selalu bikin kisruh suasana Kita berbangga dulu dgn kemenangan salah satu pebulutangkis putri IndonesiaBilqis Prasista Peringkat 333 dunia yg berhasil mengalahkan pemain peringkat 1 dari Jepang 2 set langsung,Kita lupakan sejenak ulah para provokator amp tukang nyinyir yang selalu bikin kisruh suasana Kita berbangga dulu dgn kemenangan salah satu pebulutangkis putri IndonesiaBilqis Prasista Peringkat 333 dunia yg berhasil mengalahkan pemain peringkat 1 dari Jepang 2 set langsung,kita lupakan sejenak ulah para provokator amp tukang nyinyir yang selalu bikin kisruh suasana kita berbangga dulu dgn kemenangan salah satu pebulutangkis putri indonesiabilqis prasista peringkat 333 dunia yg berhasil mengalahkan pemain peringkat 1 dari jepang 2 set langsung,kita lupakan sejenak ulah para provokator amp tukang nyinyir yang selalu bikin kisruh suasana kita berbangga dulu dengan kemenangan salah satu pebulutangkis putri indonesiabilqis prasista peringkat 333 dunia yang berhasil mengalahkan pemain peringkat 1 dari jepang 2 set langsung,lupakan ulah provokator amp tukang nyinyir bikin kisruh suasana berbangga kemenangan salah pebulutangkis putri indonesiabilqis prasista peringkat 333 dunia berhasil mengalahkan pemain peringkat 1 jepang 2 set langsung,"['lupakan', 'ulah', 'provokator', 'amp', 'tukang', 'nyinyir', 'bikin', 'kisruh', 'suasana', 'berbangga', 'kemenangan', 'salah', 'pebulutangkis', 'putri', 'indonesiabilqis', 'prasista', 'peringkat', '333', 'dunia', 'berhasil', 'mengalahkan', 'pemain', 'peringkat', '1', 'jepang', '2', 'set', 'langsung']",lupa ulah provokator amp tukang nyinyir bikin kisruh suasana bangga menang salah pebulutangkis putri indonesiabilqis prasista peringkat 333 dunia hasil kalah main peringkat 1 jepang 2 set langsung,Netral
